abandon	abbandonato
reiver	redigere
reiver	redimere
reiver	reiscrivere
rejuvenate	recente
relabel	regolabile
relate	reboante
relate	regatare
relate	regnante
relate	relegare
relate	relegato
relate	zelante
relation	pelato
relation	reumatico
relation	velato
relative	reattivo
relaxation	relativo
relearn	relegare
relegate	regale
relegate	relegare
relegate	relegato
relent	reale
relent	realmente
relent	recente
relent	redento
relet	reale
relet	realmente
relet	regale
relet	relegato
relet	renale
relic	replicato
relicense	recensire
relicense	recente
relicense	reticente
religion	regio
reline	reale
reline	reclinare
reline	relazionare
relish	realista
relist	realista
relive	relativo
reln	real
relocate	reboante
relocate	replicato
remainder	recidere
remake	remare
remap	remare
remark	remigare
remarriage	remare
remarry	remare
remaster	remare
remeasure	remare
remeasure	remigare
remeasure	rimenare
remedial	rimediabile
remind	seminudo
remission	remissivo
remit	remoto
remit	semita
remittance	rettale
remonstrate	restante
remonstrate	retrostante
remortgage	reimportare
remote	remoto
remunerate	remunerare
remunerate	remunerativo
remunerate	rendere
rename	reale
rename	regnante
renationalise	redazionale
renationalise	regionale
renationalise	sensazionale
rend	rendere
render	pendere
render	recedere
render	redigere
render	rendere
render	tendere
rendering	rendere
rendition	redivivo
renegotiate	rinegoziare
renew	renale
renewable	generale
renewable	reale
renewable	renale
renne	regnante
renne	renano
renne	renitente
renounce	reduce
renovate	mentovare
renovate	reboante
renovate	regnante
renovator	menomato
rent	recente
rent	recinto
rent	redento
rental	centrale
rental	dentale
rental	ventrale
renter	reboante
renter	recente
renter	reggente
renter	reintegrare
renter	rendere
renter	restante
rentier	gentile
rentier	mentire
rentier	pentire
rentier	rendere
rentier	rettile
rentier	sentire
renunciation	recitativo
renunciation	rinunciatario
reorient	reticente
repaint	respinto
repair	reputare
repairer	reputare
reparation	respiratorio
reparation	riparato
reparation	separato
repass	represso
repave	reale
repeal	real
repeater	repellere
repellent	repellere
repellent	repellente
repent	recente
repent	respingente
repent	respinto
repertoire	redentore
repertoire	repertare
repertoire	rettore
repertory	repertare
repetition	reietto
replace	rapace
replant	repellente
replant	replicato
replica	repubblicano
replicant	replicare
replicant	replicato
replicate	replicato
reposition	restio
repot	reo
repot	remoto
representative	ripresentare
repress	repressivo
repression	depresso
repression	recessivo
repression	regressivo
repression	represso
repression	repressivo
repressor	regressivo
repressor	repressivo
reprice	reprimere
reprint	recinto
reprint	respinto
reproach	reciproco
reprocess	repressivo
reproduce	riprodurre
reproducer	reduce
reproduction	riproduttivo
reprogram	retrogrado
reptan	restante
reptile	reticolare
republic	replicare
republic	replicato
republican	replicato
republican	repubblichino
republish	repubblichino
repudiate	ripudiare
repulse	repulso
repute	reputare
repute	riputare
request	requirente
requiem	requirente
require	reagire
require	redarguire
require	restituire
requisition	restio
reredo	represso
resale	bestiale
resale	gestuale
resale	regalare
resale	renale
resale	resecare
resale	respirabile
resale	sessuale
resale	testuale
rescale	rettale
rescale	riscaldare
reschedule	residuale
rescind	residuo
rescue	resecare
rescuer	recere
rescuer	recuperare
rescuer	rescindere
rescuer	riscuotere
reseat	relegato
resection	restio
reseed	resecare
resent	recente
resent	resistente
resent	respingente
resent	respinto
resent	restante
resentment	pesantemente
resentment	recente
resentment	renitente
reservation	restio
reservation	riservato
reserve	mescere
reserve	recere
reserve	tessere
resettle	residente
resettle	rettale
resettle	rettile
reside	residente
residence	recidere
residence	rescindere
residence	resecare
residence	residente
residence	resistente
residency	residente
resident	redento
resident	residuare
resident	residuale
resident	resistente
resident	respinto
resident	reticente
residual	residuale
residue	residente
residue	residuato
resign	resinoso
resign	respinto
resignation	respinto
resin	resinoso
resin	respinto
resin	restio
resist	realista
resist	resinoso
resist	resistere
resist	resistente
resist	respinto
resistance	recitante
resister	resistente
resistor	desistere
resistor	resistere
resistor	restio
resit	residuato
resit	resistere
resit	respinto
resit	restio
resolution	restio
resonance	reboante
resonate	reboante
resonator	desolato
resonator	risonare
resource	reduce
respecter	resecare
respiration	respirabile
respiration	restio
respirator	registratore
respirator	reiterato
respirator	replicato
respirator	residuato
respirator	respinto
respire	cestire
respire	gestire
respire	raspare
respire	reagire
respire	recapitare
respire	recensire
respire	recepire
respire	reinserire
respire	reperire
respire	replicare
respire	reprimere
respire	residuare
respire	resinare
respire	resistere
respire	respingere
respire	respirabile
respire	restare
respire	restituire
respire	riscoprire
respire	rispedire
respire	rispiegare
respire	ruspare
respire	vestire
respite	resistente
respite	respingente
respite	respinto
respond	rispondere
respondent	redento
respondent	rispondente
responder	respingere
respray	respirare
restart	destare
restart	registrare
restate	recitante
restate	registrare
restate	registratore
restate	restante
restate	retrostante
restate	rettale
restate	rettamente
restate	risultante
restatement	restante
restatement	rettamente
restaurant	restare
restaurateur	restare
restoration	retroattivo
restoration	ristoratore
restorative	restante
restorative	restrittivo
restorative	retroattivo
restore	pescatore
restore	redentore
restore	registratore
restore	risanatore
restorer	pescatore
restorer	redentore
restorer	ristorare
restr	destro
restrain	restio
restraint	festante
restraint	rostrato
restrict	restio
restrict	reticente
restrict	retorico
restriction	retorico
restrictor	registratore
restrictor	restio
restrictor	restrittivo
restrictor	retorico
restrictor	retrivo
restrictor	rettore
restrictor	rustico
restrictor	vestito
restructure	restituire
restructure	ristrutturare
restyle	restare
restyle	rettale
resume	desumere
resuscitate	recitare
resuscitate	resuscitare
resuscitate	risuscitare
retail	reale
retailer	metaniero
retainer	recitante
retainer	restringere
retainer	reticente
retake	regatare
retake	restare
retake	retinare
retaliate	reale
retaliate	restante
retaliate	retinare
retard	reputare
retardant	restante
retention	detentivo
retention	redento
retention	retto
retile	reale
retile	retinare
retile	rettilineo
retile	rotabile
retile	tetraetile
retinue	reticente
retinue	retinare
retinue	retribuire
retiral	real
retiral	rettale
retire	reagire
retire	recepire
retire	recidere
retire	recitare
retire	redigere
retire	reinvestire
retire	reperire
retire	reputare
retire	restituire
retire	restringere
retire	reticolare
retire	retribuire
retire	rettificare
retire	rettore
retire	ritirare
retiree	reagire
retiree	restituire
retiree	reticente
retiree	retribuire
retiree	rettore
retirement	recentemente
retirement	reticente
retitle	restituire
retitle	restituibile
retitle	reticente
retitle	rettile
retitle	rettilineo
retitle	rituale
retitle	tetraetile
retool	retorico
retort	retto
retrace	registrare
retract	reiterato
retraction	reiterato
retraction	retroattivo
retractor	registratore
retractor	reiterato
retractor	retorico
retractor	retto
retractor	rettore
retractor	ritirato
retractor	ritratto
retrain	vetrino
retreat	reiterato
retreat	rettore
retreat	vetrato
retributivist	retributivo
retrieve	reticente
retrieve	retrivo
retriever	retrivo
retrospective	retrospettivo
retune	retinare
returnee	restringere
returner	restringere
reunion	riunito
reuse	reduce
reuse	requisire
revalue	rivalutare
revenge	recente
revenge	rovente
revenue	recente
rever	recere
rever	severo
reverberate	riverberare
revere	recere
revere	recedere
revere	recepire
revere	recidere
revere	redigere
revere	reggere
revere	reiscrivere
revere	rendere
revere	reperire
revere	resecare
revere	reverendo
revere	reversibile
revere	rivalere
revere	rivedere
revere	rivivere
reverence	referente
reverence	reverendo
reverie	reggere
reverie	reinserire
reverie	reperire
reverie	reperibile
reverie	reverenziale
reverse	recere
reverse	reverendo
reverse	reversibile
reverse	riverso
reversion	rovescio
revile	reale
revile	rettile
revile	reversibile
revise	retrovisore
revision	reciso
revision	revisionare
revisionist	revisionare
revisionist	revisionista
revisionist	revisionistico
revisit	rivisto
revitalize	devitalizzare
revival	rivale
revivalist	rivisto
revive	redivivo
revive	rivivere
revolt	regolato
revolt	rivolto
revolutionary	rivoluzionare
rewire	recitare
rewire	redigere
rhinestone	chiesto
rhino	chino
rial	real
ribber	riabbattere
rican	ricantare
ride	ridere
ride	riudire
ride	rude
rider	ricredere
rider	ridere
rider	ridestare
rider	rimordere
rider	risedere
rider	rivedere
rider	rodere
ridge	ridere
ridge	ridare
ridicule	radicale
ridicule	ridicolo
rifle	rifulgere
rightist	ringhioso
rightwinger	ristringere
rightwinger	ritingere
rigor	rio
rigor	rigido
rigor	rigiocare
rile	ribelle
rile	vile
rill	ribelle
rillette	dilettare
rillette	filettare
rillette	riflettere
rillette	riflettente
rillette	rigettare
rillette	rilevante
rillette	riluttare
rime	riamare
rime	rimesso
rime	ritmare
ringe	pingue
ringe	rinnegare
ringe	ritingere
ringe	rivangare
ringer	mingere
ringer	pingere
ringer	rifrangere
ringer	ripungere
ringer	ritingere
ringgit	riunito
ringlet	rionale
rinse	ripensare
riot	ridotto
riot	riposto
riot	risolto
riot	ritorto
riot	rivolto
rioter	rimontar
rioter	ripetere
rioter	ritenere
ripe	riporre
ripen	ripensare
ripen	ripentire
ripen	ripieno
riposte	rimpastare
rise	rissare
rise	ristare
riser	misero
riser	resistere
riser	ridere
riser	rinascere
riser	risedere
riser	risentire
riser	risorgere
rising	ristringere
rissole	fissile
rissole	rimesso
rissole	risolvere
rissole	risolto
rissole	rissare
rite	mite
rite	ristare
rite	rituale
ritual	rituale
rival	rivale
rivalry	rivale
rive	live
rive	riavere
rive	rivale
rive	riverso
river	riavere
river	ridere
river	rinvenire
river	risolvere
river	rivalere
river	rivalersi
river	rivedere
river	rivelare
river	rivettare
river	rivivere
river	rivolere
river	vivere
riverman	riversare
rivet	rivelato
rivet	riverente
rivet	rivestito
riveter	ricevente
riveter	riflettere
riveter	rimettere
riveter	rinvestire
riveter	rivelatore
riveter	riverso
riveter	rivestire
riveter	vivente
rivulet	rituale
road	rosa
roam	rosa
roar	rodiare
roar	ronzare
roar	rotare
roast	rosato
roble	mobile
roble	nobile
robot	roboante
robotic	robotico
rockete	docente
rockete	recente
rodent	radente
rodent	redento
rodent	rovente
roe	roseo
roja	rosa
roller	folle
roller	molle
rollerskate	tollerante
roman	domani
roman	romagnolo
roman	romano
roman	romanesco
roman	romantico
roman	romanzo
romance	romano
romance	romanesco
romance	rotante
romanian	romanico
romanian	romanizzare
romanian	romantico
romanian	romanzare
romantic	domani
romantic	romano
romantic	romanesco
romantic	romanticizzato
romantic	somatico
romanticise	romanico
romanticise	romantico
romanticise	romanticizzato
romanticize	romanizzare
romanticize	romantico
romanticize	romanticizzato
romany	romano
romany	romanico
romany	romanzo
romeo	romano
romeo	romeo
romeo	romeno
romeo	romito
romeo	roseo
romeo	rumeno
romp	rompere
roo	roco
roo	roseo
roo	rosso
roo	rotto
roo	rozzo
rook	roco
room	roco
roommate	roboante
rooster	roteare
root	roco
rope	rompere
rorim	rorido
rosary	rosa
rosary	rosolare
rose	rosa
rose	roso
rose	rosé
rosette	rassettare
rosette	rispettare
rosette	rotante
rosicrucian	rosicchiare
rot	rotto
rota	rosa
rota	rotare
rota	roteare
rotate	retrostante
rotate	roboante
rotate	votante
rotation	rosato
rotor	rosato
rotter	rotto
rottweiler	rettile
rottweiler	sottile
rotty	rotto
rouble	rotabile
rouse	house
rouse	roseo
rout	robusto
route	rotare
routier	roteare
rover	pover
rover	povero
rozo	roco
ruble	rubare
ruble	rurale
rubric	lubrico
ruction	rustico
rudder	rude
rude	rude
rudiment	rudimentale
rue	rude
rumanian	ruminante
ruminant	rimpianto
ruminant	ruminare
ruminant	ruminante
ruminate	luminare
ruminate	ruminare
rumination	ruminante
rumor	rumeno
rune	rude
ruse	rude
ruse	russare
russet	russare
russet	russo
russian	russare
rusticate	musicale
rusticate	restante
rusticate	risicato
rusticate	ruspante
rusticate	rusticano
rustle	australe
rustle	rupestre
rustling	rusticano
sable	labile
sable	salace
sable	salvabile
saboteur	saturo
sabre	sabbiare
sabre	sabotare
sabre	salare
sabre	subire
sac	sacro
saccade	seccare
sacrament	sacrale
sacrament	sacramentale
sacrament	saldamente
sacrament	saporitamente
sacrament	sicuramente
sacrifice	sacrificare
sacrifice	sacrificale
sacrifice	sacrificato
sad	sardo
sadist	sudista
saga	sagace
sage	sagace
sage	sangue
sahlin	saliente
sahlin	salino
sailboard	sabotare
sailboat	salato
sailor	maior
sailor	saldo
sailor	salvo
saint	saliente
saint	salino
saint	sapiente
saint	spinto
salad	saldo
salary	salare
salary	saldare
salesman	salesiano
saleswoman	salesiano
salinity	saliente
salivate	salare
salivate	salace
salivate	salariato
salivate	saliente
salivate	salinare
salivate	saltatore
salivate	salvare
salivate	salvabile
salivate	salvavita
salon	saldo
salon	salino
salon	salvo
saloon	saldo
saloon	salvo
salopette	saliente
salt	salato
saltation	palatino
saltation	salato
saltation	salottiero
saltation	saltatore
saltation	solatio
salting	salino
saltire	fallire
saltire	saldare
saltire	salivare
saltire	salubre
saltire	salutifero
saltire	salvare
saltire	sancire
saltmarsh	saltare
saltmarsh	salutare
salutation	salato
salutation	saltuario
salutation	solatio
salutation	valutario
salute	saliente
salute	saltare
salute	salutifero
salvage	saldare
salvage	salivare
salvage	saltare
salvager	salace
salvager	salivare
salve	salace
salve	salivare
salve	salvo
salver	salivare
salver	salvo
salvo	salato
salvo	salino
salvo	salvifico
salvoe	saldo
salvoe	valevole
samaritan	sardista
sampler	sapere
sanction	sanatorio
sandal	sinodale
sandal	vandalo
sandcastle	sacrale
sandinista	sardista
sandpit	sannita
sandwich	sadico
sane	sanare
sane	sassone
sapien	capiente
sapien	sapiente
sapper	sapere
sapphire	sarchiare
sapphire	sopperire
sapphire	supplire
saracen	sacrale
saracen	sagace
saracen	salace
sardine	cardinale
sardinian	sandinista
sarong	sacro
sarong	sardo
satanist	fatalista
satellite	saliente
satellite	saltellare
satin	latino
satin	salino
satire	patire
satire	sabbiare
satire	sabotare
satire	saggiare
satire	saltare
satire	salutare
satire	sancire
satirise	patire
satirise	sartiare
satirise	satinare
satirise	satirico
satirist	satirico
satirize	patire
satirize	sartiare
satirize	satinare
saturate	fatturare
saturate	fatturato
saturate	saltatore
saturate	saturare
saturday	saturare
sauce	sagace
sauce	salace
sauce	sangue
saucer	sacro
saucer	sauro
saucisson	sassone
saudi	sadico
saudi	saudita
saunter	salutifero
sauropod	saturo
sausage	causale
savage	salvare
savant	davanti
savant	santo
saver	sapere
saver	severo
savill	savio
savory	salvo
sayer	sapere
sbat	sbadato
scabbard	scabro
scaby	scabro
scalar	scaltro
scalar	smaltare
scald	scaldare
scale	scagliare
scale	scalciare
scale	scalpare
scale	scaltrire
scale	scapolare
scale	scusabile
scallop	scialbo
scalpel	scapolo
scamper	scadere
scamper	scampanare
scan	scarno
scandal	scanalare
scandal	scandaloso
scandalise	scanalare
scandalise	scandalistico
scandalise	scandaloso
scandalise	scandire
scandalize	scanalare
scandinavian	scandinavo
scanner	scadere
scanner	scannare
scanner	scantinare
scanner	scantonare
scar	scadere
scar	scarico
scar	scarso
scar	sciare
scar	scolare
scar	scopare
scar	scovare
scar	scusare
scarce	sbancare
scarce	sbarcare
scarce	scadere
scarce	scalare
scarce	scalcare
scarce	scaldare
scarce	scalpare
scarce	scalzare
scarce	scandire
scarce	scannare
scarce	scansare
scarce	scappare
scarce	scaricare
scarce	scarico
scarce	scarificare
scarce	scarnire
scarce	scartare
scarce	scattare
scarce	scavare
scarce	scemare
scarce	schedare
scarce	schifare
scarce	schivare
scarce	sciamare
scarce	scippare
scarce	sciupare
scarce	scoccare
scarce	scodare
scarce	scollare
scarce	scolpare
scarce	scontare
scarce	scorare
scarce	scordare
scarce	scortare
scarce	scostare
scarce	scottare
scarce	scovare
scarce	scremare
scarce	scrutare
scarce	scuoiare
scarce	scusare
scarce	sfare
scarce	smarcare
scarce	spaccare
scarce	stare
scarce	staccare
scarce	stancare
scare	sbarcare
scare	scabro
scare	scadere
scare	scalcare
scare	scalciare
scare	scalfare
scare	scalpare
scare	scanalare
scare	scarno
scare	scarso
scare	scassare
scare	scemare
scare	schifare
scare	schiodare
scare	scialare
scare	sciamare
scare	sciancare
scare	sciatore
scare	scioccare
scare	scoccare
scare	scocciare
scare	scollare
scare	scosciare
scare	scremare
scare	scroccare
scare	scuoiare
scare	sfasciare
scare	spaccare
scarecrow	scarico
scarf	scabro
scarf	scarno
scarf	scarso
scarify	scarico
scarp	scabro
scarp	scarno
scarp	scarso
scarper	scadere
scarper	scafare
scarper	scavare
scarper	scemare
scarper	scolare
scarper	scorare
scarper	scovare
scarper	scusare
scary	scabro
scary	scarno
scary	scarso
scary	sciare
scat	scaltro
scat	scavato
scat	sciatto
scatter	sbattere
scatter	scadere
scatter	scattare
scatter	scattante
scavenger	scernere
scenario	scabro
scenario	scarico
scenario	scarno
scenario	scarso
scenario	scenico
scenario	scevro
scenario	sciatorio
scene	scendere
scene	scernere
scene	schernire
scent	scadente
scent	scelto
scent	scontento
scent	scrivente
scent	spento
scent	stento
sceptic	scettico
sceptic	schematico
schematize	schematizzare
schematize	schermare
scheme	schedare
scheme	schermare
schemer	schermare
schemer	schermire
schismatic	scacchistico
schismatic	schiavistico
schismatic	sciatico
schismatic	sciistico
schist	scistoso
schistosome	schifiltoso
schistosome	schifoso
schistosome	scisso
schistosome	scistoso
scholar	sconsolare
school	schifoso
scient	schietto
scient	scioperante
scilla	sciallato
scilla	scintillare
scilla	scollato
scilla	spillare
scimitar	scambiare
scimitar	scapitare
scimitar	scempiare
scimitar	sciita
scimitar	smistare
scion	schivo
scion	scisso
scissore	scosso
scissors	scisso
scissors	scistoso
scissors	scorso
sclerite	scheletrire
sclerite	schermire
sclerite	solere
sclerose	scherzoso
sconce	scomunicare
sconce	sconcio
sconce	sconciare
sconce	sconcertato
sconce	sconoscere
sconce	scosceso
scone	sconciare
scone	sconnesso
scone	scontare
scone	scontento
scone	scontrare
scone	scornare
scone	scostante
scone	scottante
scoop	scorso
scoot	sconvolto
scoot	scorso
scoot	scosso
scoot	scout
scooter	scotennare
scope	scomporre
scorcher	scorgere
scorcher	scorrere
score	sciatore
score	scoccare
score	scorso
score	scortese
score	scottare
score	scuocere
score	scroccare
score	scrostare
score	scuoiare
scorecard	scornare
scorecard	scorticare
scorer	scolpare
scorer	scontare
scorer	scoperto
scorer	scornare
scorer	scortese
scorer	scottare
scorer	scuocere
scorer	sporgere
scorer	storcere
scorn	scorso
scorn	storno
scorpion	scolpito
scorpion	scorsoio
scorpion	storpio
scot	sciolto
scot	scout
scotch	scout
scoter	sconnettere
scoter	scontare
scoter	scoperto
scoter	scorgere
scoter	scorrere
scoter	scortare
scoter	scortese
scoter	scotennare
scoter	scottare
scoter	scuocere
scoter	scout
scotsman	scostante
scotsman	scottante
scoundrel	scindere
scour	scorso
scourge	scombuiare
scourge	scorare
scourge	scovare
scouser	sconoscere
scrapbook	scabroso
scrape	scorare
scraper	scadere
scraper	scorare
scraper	serpere
scrapyard	scalpare
scrapyard	scappare
scream	scemo
scream	scremare
screamer	scremare
screamer	screziare
screamer	spremere
scree	scorrere
scree	screziare
screed	scernere
screed	scorgere
screed	scorrere
screed	scortese
screed	scremare
screed	scrivere
screen	scorrere
screen	scortese
screwdriver	scrivere
scribble	scurrile
scribbler	scrivere
scribe	scrivere
script	scritto
scripture	scortare
scripture	scritturare
scrol	scabro
scrol	scarno
scrol	scarso
scrol	scevro
scrol	scorso
scrol	scrollare
scrol	scuro
scroll	scollato
scroll	scrollare
scroll	scuro
scrounger	scernere
scrounger	scorgere
scruff	scarruffare
scrummage	scremare
scruple	scrupoloso
scrutiny	scrutinare
sculler	scellerato
scullion	squallido
sculpt	scolpito
sculpt	scout
sculpt	scultore
sculptor	scelto
sculptor	scolpito
sculptor	scultore
sculptor	scultoreo
sculptor	scultorio
sculpture	scolpire
sculpture	scrutare
sculpture	scultore
sculpture	scultoreo
scurry	scuro
scurry	scurrile
scuttle	sculettare
seafarer	segnalare
seafarer	separare
seahorse	segare
seal	serale
seal	seriale
sealant	smagliante
sealer	sensuale
sealer	serale
sealer	sessuale
seance	neanche
seance	seccante
seance	stancare
seaplane	scapolare
seaplane	senape
seaplane	serale
seaport	svaporato
sear	serbare
sear	serrare
searcher	sedare
seashore	segare
season	sesto
seat	seccato
seat	segnato
seat	serrato
seater	sbattere
secede	decedere
secede	recedere
second	fecondo
second	second
second	secondo
secondary	second
secondary	secondario
secondee	secernere
secondee	secondo
seconder	second
seconder	secondo
seconder	secondario
secret	segreto
secrete	decente
secrete	recente
secrete	seccare
secrete	secentesco
secrete	secernere
secrete	secretare
secrete	sedicente
secrete	seducente
secrete	senescente
secrete	seriamente
secretion	serio
sect	seccato
section	second
section	secondo
section	settimo
sector	seccato
sector	sesto
secularize	seccare
sedate	federate
sedative	sedare
sedge	sedare
sedge	sedere
sedge	segare
sediment	mediamente
sediment	sedicenne
sediment	seducente
seduce	reduce
seduce	seducente
seducer	reduce
seducer	seducente
seduction	sedativo
seer	severo
seethe	seguente
seger	sedere
seger	segare
seger	segregare
segment	degente
segment	seriamente
segmentation	sedentario
segmentation	vegetativo
segregate	regnante
segregate	serenare
segregate	serpeggiante
segue	segare
seiner	scindere
seiner	seminfermo
seiner	spingere
seise	senese
seise	senile
seizure	sentire
seizure	seppure
seizure	seriare
seizure	seviziare
seker	severo
selde	senile
seller	sellare
semanticist	semplicista
semaphore	sembrare
semaphore	sempre
semester	semestrale
semester	semiserio
semi	semita
semi	semmai
semicolon	semitico
semifinal	seminale
seminar	segmentare
seminar	semilunare
seminar	seminale
seminary	semilunare
seminary	sezionare
semiotic	semita
semite	seminale
semite	semita
semite	semitico
semite	semplice
semitone	seminale
semitone	semovente
senate	pensante
senate	seccante
senate	segnare
senate	segnato
senate	seguente
senate	seminare
senate	seminale
senate	seminato
senate	sentire
senate	serenare
senate	serenamente
senator	dentato
senator	seccato
senator	segnare
senator	segnalato
senator	segnato
senator	seminato
senator	sentire
senator	sentito
senator	serrato
send	second
send	secondo
sender	fendere
sender	pendere
sender	rendere
sensationalise	sensazionale
sensationalise	settentrionale
sense	senape
sense	sensibile
sensibility	sensibilmente
sensitise	sensibile
sensitise	sensitivo
sensitive	sensibile
sensitivity	sensitivo
sensitize	sensibile
sensitize	sensitivo
sensor	denso
sensor	senior
sensorite	tenorile
sentiment	geneticamente
sentiment	sensibilmente
sentiment	sentitamente
sentiment	seriamente
sentimentalise	centrorientale
sentimentalise	sentimentale
sentimentalise	sentitamente
sentimentalise	settimanale
sentimentalist	sentimentale
sentinel	sentire
sepal	seppia
separatist	separato
separator	depuratore
separator	serrato
sepulchre	selciare
sepulchre	semplice
sepulchre	sepolcrale
sepulchre	seppure
sequence	seducente
sequester	seguente
sequestrant	semestralmente
sequestrate	semestrale
sequestrate	semestralmente
serbian	seriare
serbian	seriale
serbian	soriano
serenade	segregare
serenade	sementare
serenade	senape
serenade	serale
serenade	serenamente
serenade	sfrenare
serenade	surrenale
sergeant	seguente
serial	feriale
serial	seminale
serial	serale
serial	serio
serialise	feriale
serialise	peritale
serialise	seminale
serialise	serale
serialise	seriale
serialise	servile
serialize	feriale
serialize	peritale
serialize	serale
serialize	servile
serjeant	serenamente
sermon	fermo
sermonize	sermoneggiare
serpent	segreto
serpent	sereno
serpent	serpeggiante
serpent	serpentino
serpentine	perenne
serpentine	sentire
serpentine	serpentino
servant	serrato
server	sempreverde
server	serenare
server	servile
service	seriale
service	servile
serviette	seriamente
serving	nervino
servitor	ferito
servitor	senior
servo	serio
servo	serico
session	sassone
set	sesto
sett	sentito
sett	settimo
settee	mettere
settee	settantenne
setter	mettere
setter	settario
setter	settembrino
setting	settimo
setting	settimino
settle	rettile
settle	settennale
settle	settimanale
settle	settoriale
settlement	sentitamente
settlement	settimanalmente
settler	mettere
settler	rettile
settler	settennale
settler	sottile
settlor	rettore
settlor	sentito
severe	sempreverde
severe	severo
severity	severo
severum	severo
sewer	sedere
sewer	severo
sex	sexy
sexy	sexy
shaman	stamane
shaman	stamani
shamble	stabile
shampoo	scapolo
shamrock	shock
share	shoccare
share	shockare
sharer	shockare
shatter	sbattere
shave	soave
shaver	soave
shearer	scemare
shearer	slegare
shearer	spelare
shearer	sperare
shearer	svelare
shia	spia
shiner	scindere
shire	spiare
shire	sviare
shiver	spiovere
shockwave	shock
shore	shoccare
shortlive	sportivo
shout	scout
showcard	shoccare
showcard	shockare
showcase	shockare
shrill	thriller
shrine	sornione
shrine	strinare
shunt	smunto
siamang	stamane
siamang	stamani
siberian	liberiano
siberian	liberista
siberian	libertino
siberian	siberiano
siberian	siriano
siberian	tiberino
sibling	sibillino
sicilian	sibillino
sicilian	viciniano
sidestep	silvestre
sidetrack	siderale
sidewalk	siderale
sidle	siderale
sidle	simile
siesta	sionista
sieve	lieve
sift	soft
sigh	sikh
signale	siglare
signaller	sinodale
signatory	segnato
signature	siglare
signature	situare
significance	significante
significance	significativamente
signification	significante
signification	significativamente
signifier	significante
sikh	sikh
silencer	sincerare
silencer	sincero
silencer	splendere
silhouette	silente
silicon	sifilitico
silk	sikh
silt	silente
silt	sito
similar	siglare
simile	seminale
simile	simile
simmer	simmetrico
simulan	silvano
sing	singolo
singalong	singolo
singe	pingue
singe	sangue
singe	singalese
singe	singolare
singer	fingere
singer	pingere
single	siglare
single	singalese
single	singolo
single	sinodale
singlet	silente
singlet	singolare
singular	siglare
sinistral	ministeriale
sinistral	ministrare
sinistral	sandinista
sinistral	sinistrare
sinistral	sinistro
sinistral	sinistrato
sinker	sincero
sinner	sincero
sinter	silente
sinter	sincero
sinter	sinistro
sire	sorbire
sire	sortire
siren	sereno
sister	sussistere
sit	sito
sitar	situare
site	situare
sitter	dittero
situate	aitante
situate	titubante
situation	sintattico
skate	stante
ski	skin
skin	skin
skit	skin
slalom	slavo
slander	spandere
slant	slanciato
slat	slavato
slater	slattare
slav	slavo
slav	slavato
slave	soave
sleep	sleale
slinger	spingere
slinger	stingere
sloe	slogare
slovak	slovacco
smacker	smanceroso
smarten	sminare
smear	smerlare
smear	smielare
smell	snello
smelt	scelto
smelt	svelto
smelter	smettere
smite	smistare
smock	shock
smut	smunto
snail	snodabile
snare	scalinare
sniffer	spifferare
snore	snobbare
snorer	scorgere
snorer	snodare
snorer	sporgere
snort	storto
snout	scout
soar	sodare
soar	somaro
soar	sondare
soar	sonare
social	social
social	socialmente
socialise	social
socialise	socializzare
socialise	solidale
socialist	social
socialist	sociale
socialite	socialista
socialite	socialistico
socialite	socializzare
socialite	socialmente
socialite	solidale
socialize	social
socialize	sociale
socialize	socializzare
socialize	solidale
sociobiologist	sociologico
sociolinguistic	socialistico
sociologist	socialista
sociologist	sociologico
sod	sodo
soda	sodo
sofa	soft
soffit	sofferto
soffit	soffrire
soffit	soffice
soffit	soffittare
soften	soft
softener	sottendere
soil	sociale
soil	sol
soil	solo
soiree	sfiorire
soiree	soffrire
soiree	sopire
soiree	sorbire
solace	dolce
solarium	solitario
solder	solidale
sole	solere
sole	solare
sole	sottile
solebar	solere
solebar	solare
solebar	solerte
solemnize	solenne
solemnize	solvente
solenoid	solido
solenoid	splendido
solicit	solista
solicit	solito
solicitation	societario
solicitor	selciato
solicitor	solito
solicitor	sollecito
solitary	solare
solitary	solito
soliton	bollito
soliton	solista
soliton	solistico
soliton	sollecito
solitude	solido
solitude	solidale
solitude	solito
solute	solubile
solution	solato
solve	solere
solve	sol
solve	solvente
solve	solvibile
solvent	dolente
solvent	solvente
solvent	sottovento
solver	solvente
somali	somatico
somali	sommario
somalian	somigliante
somite	comitale
somite	somigliante
somme	sommesso
sonata	sognante
sonata	sonante
songe	sangue
songe	sonare
songster	sostenere
sonicate	sonante
sonicate	sonico
sonnet	sognante
sonnet	sornione
sonority	sonoro
soprano	sopra
soprano	sopraffino
soprano	soprannumero
soprano	sovrano
soprano	sovrumano
soprano	superno
sorbet	sorbire
sorbet	sorbettare
sorbet	sorto
sorcere	solerte
sorcerer	solere
sorcerer	sorgere
sorcerer	sottacere
sorcerer	torcere
sorcery	sorgere
sore	solare
sore	solcare
sore	sorgere
sore	sortire
sorrow	sordo
sorrow	sorpreso
sorrow	sorto
sort	soft
sorte	forte
sorte	solere
sorte	solare
sorte	sopire
sorte	sorto
sorter	sorgere
sorter	sorto
sortie	sartiare
sortie	solerte
sortie	sornione
sortie	sorto
